"GEO_ID","P001001","NAME"
"0500000US05101","8330","Newton County, Arkansas"
"0500000US05103","26120(r39094)","Ouachita County, Arkansas"
"0500000US05105","10445","Perry County, Arkansas"
"0500000US05107","21757","Phillips County, Arkansas"
"0500000US05109","11291","Pike County, Arkansas"
"0500000US05111","24583","Poinsett County, Arkansas"
"0500000US05113","20662","Polk County, Arkansas"
"0500000US05115","61754","Pope County, Arkansas"
"0500000US05117","8715","Prairie County, Arkansas"
"0500000US05119","382748","Pulaski County, Arkansas"
"0500000US05121","17969","Randolph County, Arkansas"
"0500000US05123","28258","St. Francis County, Arkansas"
"0500000US05125","107118","Saline County, Arkansas"
"0500000US05127","11233","Scott County, Arkansas"
"0500000US05129","8195","Searcy County, Arkansas"
"0500000US05131","125744","Sebastian County, Arkansas"
"0500000US05133","17058","Sevier County, Arkansas"
"0500000US05135","17264","Sharp County, Arkansas"
"0500000US05137","12394","Stone County, Arkansas"
"0500000US05139","41639","Union County, Arkansas"
"0500000US05141","17295","Van Buren County, Arkansas"
"0500000US05143","203065","Washington County, Arkansas"
"0500000US05145","77076","White County, Arkansas"
"0500000US05147","7260","Woodruff County, Arkansas"
"0500000US05149","22185","Yell County, Arkansas"
"0500000US06001","1510271","Alameda County, California"
"0500000US06003","1175","Alpine County, California"
"0500000US06005","38091","Amador County, California"
"0500000US06007","220000","Butte County, California"
"0500000US06009","45578","Calaveras County, California"
"0500000US06011","21419","Colusa County, California"
"0500000US06013","1049025","Contra Costa County, California"
"0500000US06015","28610","Del Norte County, California"
"0500000US06017","181058","El Dorado County, California"
"0500000US06019","930450","Fresno County, California"
"0500000US06021","28122","Glenn County, California"
"0500000US06023","134623","Humboldt County, California"
"0500000US06025","174528","Imperial County, California"
"0500000US06027","18546","Inyo County, California"
"0500000US06029","839631","Kern County, California"
"0500000US06031","152982","Kings County, California"
"0500000US06033","64665","Lake County, California"
"0500000US06035","34895","Lassen County, California"
"0500000US06037","9818605","Los Angeles County, California"
"0500000US06039","150865","Madera County, California"
"0500000US06041","252409","Marin County, California"
"0500000US06043","18251","Mariposa County, California"
"0500000US06045","87841","Mendocino County, California"
"0500000US06047","255793","Merced County, California"
"0500000US06049","9686","Modoc County, California"
"0500000US06051","14202","Mono County, California"
"0500000US06053","415057","Monterey County, California"
"0500000US06055","136484","Napa County, California"
"0500000US06057","98764","Nevada County, California"
"0500000US06059","3010232","Orange County, California"
"0500000US06061","348432","Placer County, California"
"0500000US06063","20007","Plumas County, California"
"0500000US06065","2189641","Riverside County, California"
"0500000US06067","1418788","Sacramento County, California"
"0500000US06069","55269","San Benito County, California"
"0500000US06071","2035210","San Bernardino County, California"
"0500000US06073","3095313","San Diego County, California"
"0500000US06075","805235","San Francisco County, California"
"0500000US06077","685306","San Joaquin County, California"
"0500000US06079","269637","San Luis Obispo County, California"
"0500000US06081","718451","San Mateo County, California"
"0500000US06083","423895","Santa Barbara County, California"
"0500000US06085","1781642","Santa Clara County, California"
"0500000US06087","262382","Santa Cruz County, California"
"0500000US06089","177223","Shasta County, California"
"0500000US06091","3240","Sierra County, California"
"0500000US06093","44900","Siskiyou County, California"
"0500000US06095","413344","Solano County, California"
"0500000US06097","483878","Sonoma County, California"
"0500000US06099","514453","Stanislaus County, California"
"0500000US06101","94737","Sutter County, California"
"0500000US06103","63463","Tehama County, California"
"0500000US06105","13786","Trinity County, California"
"0500000US06107","442179","Tulare County, California"
"0500000US06109","55365","Tuolumne County, California"
"0500000US06111","823318","Ventura County, California"
"0500000US06113","200849","Yolo County, California"
"0500000US06115","72155","Yuba County, California"
"0500000US08001","441603","Adams County, Colorado"
"0500000US08003","15445","Alamosa County, Colorado"
"0500000US08005","572003(r39380)","Arapahoe County, Colorado"
"0500000US08007","12084","Archuleta County, Colorado"
"0500000US08009","3788","Baca County, Colorado"
"0500000US08011","6499","Bent County, Colorado"
"0500000US08013","294567","Boulder County, Colorado"
"0500000US08014","55889","Broomfield County, Colorado"
"0500000US08015","17809","Chaffee County, Colorado"
"0500000US08017","1836","Cheyenne County, Colorado"
"0500000US08019","9088","Clear Creek County, Colorado"
"0500000US08021","8256","Conejos County, Colorado"
"0500000US08023","3524","Costilla County, Colorado"
"0500000US08025","5823","Crowley County, Colorado"
"0500000US08027","4255","Custer County, Colorado"
"0500000US08029","30952","Delta County, Colorado"
"0500000US08031","600158(r39385)","Denver County, Colorado"
"0500000US08033","2064","Dolores County, Colorado"
"0500000US08035","285465","Douglas County, Colorado"
"0500000US08037","52197","Eagle County, Colorado"
"0500000US08039","23086","Elbert County, Colorado"
"0500000US08041","622263","El Paso County, Colorado"
"0500000US08043","46824","Fremont County, Colorado"
"0500000US08045","56389","Garfield County, Colorado"
"0500000US08047","5441","Gilpin County, Colorado"
"0500000US08049","14843","Grand County, Colorado"
"0500000US08051","15324","Gunnison County, Colorado"
"0500000US08053","843","Hinsdale County, Colorado"
"0500000US08055","6711","Huerfano County, Colorado"
"0500000US08057","1394","Jackson County, Colorado"
"0500000US08059","534543","Jefferson County, Colorado"
"0500000US08061","1398","Kiowa County, Colorado"
"0500000US08063","8270","Kit Carson County, Colorado"
"0500000US08065","7310","Lake County, Colorado"
"0500000US08067","51334","La Plata County, Colorado"
"0500000US08069","299630","Larimer County, Colorado"
"0500000US08071","15507","Las Animas County, Colorado"
"0500000US08073","5467","Lincoln County, Colorado"
"0500000US08075","22709","Logan County, Colorado"
"0500000US08077","146723","Mesa County, Colorado"
"0500000US08079","712","Mineral County, Colorado"
"0500000US08081","13795","Moffat County, Colorado"
"0500000US08083","25535","Montezuma County, Colorado"
"0500000US08085","41276","Montrose County, Colorado"
"0500000US08087","28159","Morgan County, Colorado"
"0500000US08089","18831","Otero County, Colorado"
"0500000US08091","4436","Ouray County, Colorado"
"0500000US08093","16206","Park County, Colorado"
"0500000US08095","4442","Phillips County, Colorado"
"0500000US08097","17148","Pitkin County, Colorado"
"0500000US08099","12551","Prowers County, Colorado"
"0500000US08101","159063","Pueblo County, Colorado"
"0500000US08103","6666","Rio Blanco County, Colorado"
"0500000US08105","11982","Rio Grande County, Colorado"
"0500000US08107","23509","Routt County, Colorado"
"0500000US08109","6108","Saguache County, Colorado"
"0500000US08111","699","San Juan County, Colorado"
"0500000US08113","7359","San Miguel County, Colorado"
"0500000US08115","2379","Sedgwick County, Colorado"
"0500000US08117","27994","Summit County, Colorado"
"0500000US08119","23350","Teller County, Colorado"
"0500000US08121","4814","Washington County, Colorado"
"0500000US08123","252825","Weld County, Colorado"
"0500000US08125","10043","Yuma County, Colorado"
"0500000US09001","916829","Fairfield County, Connecticut"
"0500000US09003","894014","Hartford County, Connecticut"
"0500000US09005","189927","Litchfield County, Connecticut"
"0500000US09007","165676","Middlesex County, Connecticut"
"0500000US09009","862477","New Haven County, Connecticut"
"0500000US09011","274055","New London County, Connecticut"
"0500000US09013","152691","Tolland County, Connecticut"
"0500000US09015","118428","Windham County, Connecticut"
"0500000US10001","162310","Kent County, Delaware"
"0500000US10003","538479","New Castle County, Delaware"
"0500000US10005","197145","Sussex County, Delaware"
"0500000US11001","601723(r39495)","District of Columbia, District of Columbia"
"0500000US12001","247336","Alachua County, Florida"
"0500000US12003","27115","Baker County, Florida"
"0500000US12005","168852","Bay County, Florida"
"0500000US12007","28520","Bradford County, Florida"
"0500000US12009","543376","Brevard County, Florida"
"0500000US12011","1748066","Broward County, Florida"
"0500000US12013","14625","Calhoun County, Florida"
"0500000US12015","159978","Charlotte County, Florida"
"0500000US12017","141236","Citrus County, Florida"
"0500000US12019","190865","Clay County, Florida"
"0500000US12021","321520","Collier County, Florida"
"0500000US12023","67531","Columbia County, Florida"
"0500000US12027","34862","DeSoto County, Florida"
"0500000US12029","16422","Dixie County, Florida"
"0500000US12031","864263","Duval County, Florida"
"0500000US12033","297619","Escambia County, Florida"
"0500000US12035","95696","Flagler County, Florida"
"0500000US12037","11549","Franklin County, Florida"
"0500000US12039","46389","Gadsden County, Florida"
"0500000US12041","16939","Gilchrist County, Florida"
"0500000US12043","12884","Glades County, Florida"
"0500000US12045","15863","Gulf County, Florida"
"0500000US12047","14799","Hamilton County, Florida"
"0500000US12049","27731","Hardee County, Florida"
"0500000US12051","39140","Hendry County, Florida"
"0500000US12053","172778","Hernando County, Florida"
"0500000US12055","98786","Highlands County, Florida"
"0500000US12057","1229226","Hillsborough County, Florida"
"0500000US12059","19927","Holmes County, Florida"
"0500000US12061","138028","Indian River County, Florida"
"0500000US12063","49746","Jackson County, Florida"
"0500000US12065","14761","Jefferson County, Florida"
"0500000US12067","8870","Lafayette County, Florida"
"0500000US12069","297052(r40336)","Lake County, Florida"
"0500000US12071","618754","Lee County, Florida"
"0500000US12073","275487","Leon County, Florida"
"0500000US12075","40801","Levy County, Florida"
"0500000US12077","8365","Liberty County, Florida"
"0500000US12079","19224","Madison County, Florida"
"0500000US12081","322833","Manatee County, Florida"
"0500000US12083","331298(r40439)","Marion County, Florida"
"0500000US12085","146318","Martin County, Florida"
"0500000US12086","2496435(r40445)","Miami-Dade County, Florida"
"0500000US12087","73090","Monroe County, Florida"
"0500000US12089","73314","Nassau County, Florida"
"0500000US12091","180822","Okaloosa County, Florida"
"0500000US12093","39996","Okeechobee County, Florida"
"0500000US12095","1145956","Orange County, Florida"
"0500000US12097","268685","Osceola County, Florida"
"0500000US12099","1320134","Palm Beach County, Florida"
"0500000US12101","464697","Pasco County, Florida"
"0500000US12103","916542","Pinellas County, Florida"
"0500000US12105","602095","Polk County, Florida"
"0500000US12107","74364","Putnam County, Florida"
"0500000US12109","190039","St. Johns County, Florida"
"0500000US12111","277789","St. Lucie County, Florida"
"0500000US12113","151372","Santa Rosa County, Florida"
"0500000US12115","379448","Sarasota County, Florida"
"0500000US12117","422718","Seminole County, Florida"
"0500000US12119","93420","Sumter County, Florida"
"0500000US12121","41551","Suwannee County, Florida"
"0500000US12123","22570","Taylor County, Florida"
"0500000US12125","15535","Union County, Florida"
"0500000US12127","494593","Volusia County, Florida"
"0500000US12129","30776","Wakulla County, Florida"
"0500000US12131","55043","Walton County, Florida"
"0500000US12133","24896","Washington County, Florida"
"0500000US13001","18236","Appling County, Georgia"
"0500000US13003","8375","Atkinson County, Georgia"
"0500000US13005","11096","Bacon County, Georgia"
"0500000US13007","3451","Baker County, Georgia"
"0500000US13009","45720","Baldwin County, Georgia"
"0500000US13011","18395","Banks County, Georgia"
"0500000US13013","69367","Barrow County, Georgia"
"0500000US13015","100157","Bartow County, Georgia"
"0500000US13017","17634","Ben Hill County, Georgia"
"0500000US13019","19286","Berrien County, Georgia"
"0500000US13021","155547","Bibb County, Georgia"
"0500000US13023","13063","Bleckley County, Georgia"
"0500000US13025","18411","Brantley County, Georgia"
"0500000US13027","16243","Brooks County, Georgia"
"0500000US13029","30233","Bryan County, Georgia"
"0500000US13031","70217","Bulloch County, Georgia"
"0500000US13033","23316","Burke County, Georgia"
"0500000US13035","23655","Butts County, Georgia"
"0500000US13037","6694","Calhoun County, Georgia"
"0500000US13039","50513","Camden County, Georgia"
"0500000US13043","10998","Candler County, Georgia"
"0500000US13045","110527","Carroll County, Georgia"
"0500000US13047","63942","Catoosa County, Georgia"
"0500000US13049","12171","Charlton County, Georgia"
"0500000US13051","265128(r41131)","Chatham County, Georgia"
"0500000US13053","11267","Chattahoochee County, Georgia"
"0500000US13055","26015","Chattooga County, Georgia"
"0500000US13057","214346","Cherokee County, Georgia"
"0500000US13059","116714","Clarke County, Georgia"
"0500000US13061","3183","Clay County, Georgia"
"0500000US13063","259424","Clayton County, Georgia"
"0500000US13065","6798","Clinch County, Georgia"
"0500000US13067","688078","Cobb County, Georgia"
"0500000US13069","42356","Coffee County, Georgia"
"0500000US13071","45498","Colquitt County, Georgia"
"0500000US13073","124053","Columbia County, Georgia"
"0500000US13075","17212","Cook County, Georgia"
"0500000US13077","127317","Coweta County, Georgia"
"0500000US13079","12630","Crawford County, Georgia"
"0500000US13081","23439","Crisp County, Georgia"
"0500000US13083","16633","Dade County, Georgia"
"0500000US13085","22330","Dawson County, Georgia"
"0500000US13087","27842","Decatur County, Georgia"
"0500000US13089","691893(r41183)","DeKalb County, Georgia"
"0500000US13091","21796","Dodge County, Georgia"
"0500000US13093","14918","Dooly County, Georgia"
"0500000US13095","94565","Dougherty County, Georgia"
"0500000US13097","132403","Douglas County, Georgia"
"0500000US13099","11008","Early County, Georgia"
"0500000US13101","4034","Echols County, Georgia"
"0500000US13103","52250","Effingham County, Georgia"
"0500000US13105","20166","Elbert County, Georgia"
"0500000US13107","22598","Emanuel County, Georgia"
"0500000US13109","11000","Evans County, Georgia"
"0500000US13111","23682","Fannin County, Georgia"
"0500000US13113","106567","Fayette County, Georgia"
"0500000US13115","96317","Floyd County, Georgia"
"0500000US13117","175511","Forsyth County, Georgia"
"0500000US13119","22084","Franklin County, Georgia"
"0500000US13121","920581(r41350)","Fulton County, Georgia"
"0500000US13123","28292","Gilmer County, Georgia"
"0500000US13125","3082","Glascock County, Georgia"
"0500000US13127","79626","Glynn County, Georgia"
"0500000US13129","55186","Gordon County, Georgia"
"0500000US13131","25011","Grady County, Georgia"
"0500000US13133","15994","Greene County, Georgia"
"0500000US13135","805321","Gwinnett County, Georgia"
"0500000US13137","43041","Habersham County, Georgia"
"0500000US13139","179684","Hall County, Georgia"
"0500000US13141","9429","Hancock County, Georgia"
"0500000US13143","28780","Haralson County, Georgia"
"0500000US13145","32024","Harris County, Georgia"
"0500000US13147","25213","Hart County, Georgia"
"0500000US13149","11834","Heard County, Georgia"
"0500000US13151","203922","Henry County, Georgia"
"0500000US13153","139900","Houston County, Georgia"
"0500000US13155","9538","Irwin County, Georgia"
"0500000US13157","60485","Jackson County, Georgia"
"0500000US13159","13900","Jasper County, Georgia"
"0500000US13161","15068","Jeff Davis County, Georgia"
"0500000US13163","16930","Jefferson County, Georgia"
"0500000US13165","8340","Jenkins County, Georgia"
"0500000US13167","9980","Johnson County, Georgia"
"0500000US13169","28669","Jones County, Georgia"
"0500000US13171","18317","Lamar County, Georgia"
"0500000US13173","10078","Lanier County, Georgia"
"0500000US13175","48434","Laurens County, Georgia"
"0500000US13177","28298","Lee County, Georgia"
"0500000US13179","63453","Liberty County, Georgia"
"0500000US13181","7996","Lincoln County, Georgia"
"0500000US13183","14464","Long County, Georgia"
"0500000US13185","109233","Lowndes County, Georgia"
"0500000US13187","29966","Lumpkin County, Georgia"
"0500000US13189","21875","McDuffie County, Georgia"
"0500000US13191","14333","McIntosh County, Georgia"
"0500000US13193","14740","Macon County, Georgia"
"0500000US13195","28120","Madison County, Georgia"
"0500000US13197","8742","Marion County, Georgia"
"0500000US13199","21992","Meriwether County, Georgia"
"0500000US13201","6125","Miller County, Georgia"
"0500000US13205","23498","Mitchell County, Georgia"
"0500000US13207","26424","Monroe County, Georgia"
"0500000US13209","9123","Montgomery County, Georgia"
"0500000US13211","17868","Morgan County, Georgia"
"0500000US13213","39628","Murray County, Georgia"
"0500000US13215","189885","Muscogee County, Georgia"
"0500000US13217","99958","Newton County, Georgia"
"0500000US13219","32808","Oconee County, Georgia"
"0500000US13221","14899","Oglethorpe County, Georgia"
"0500000US13223","142324","Paulding County, Georgia"
"0500000US13225","27695","Peach County, Georgia"
"0500000US13227","29431","Pickens County, Georgia"
"0500000US13229","18758","Pierce County, Georgia"
"0500000US13231","17869","Pike County, Georgia"
"0500000US13233","41475","Polk County, Georgia"
"0500000US13235","12010","Pulaski County, Georgia"
"0500000US13237","21218","Putnam County, Georgia"
"0500000US13239","2513","Quitman County, Georgia"
"0500000US13241","16276","Rabun County, Georgia"
"0500000US13243","7719","Randolph County, Georgia"
"0500000US13245","200549","Richmond County, Georgia"
"0500000US13247","85215","Rockdale County, Georgia"
"0500000US13249","5010","Schley County, Georgia"
"0500000US13251","14593","Screven County, Georgia"
"0500000US13253","8729","Seminole County, Georgia"
"0500000US13255","64073","Spalding County, Georgia"
"0500000US13257","26175","Stephens County, Georgia"
"0500000US13259","6058","Stewart County, Georgia"
"0500000US13261","32819","Sumter County, Georgia"
"0500000US13263","6865","Talbot County, Georgia"
"0500000US13265","1717","Taliaferro County, Georgia"
"0500000US13267","25520","Tattnall County, Georgia"
"0500000US13269","8906","Taylor County, Georgia"
"0500000US13271","16500","Telfair County, Georgia"
"0500000US13273","9315(r41444)","Terrell County, Georgia"
"0500000US13275","44720","Thomas County, Georgia"
"0500000US13277","40118","Tift County, Georgia"
"0500000US13279","27223","Toombs County, Georgia"
"0500000US13281","10471","Towns County, Georgia"
"0500000US13283","6885","Treutlen County, Georgia"
"0500000US13285","67044","Troup County, Georgia"
"0500000US13287","8930","Turner County, Georgia"
"0500000US13289","9023","Twiggs County, Georgia"
"0500000US13291","21356","Union County, Georgia"
"0500000US13293","27153","Upson County, Georgia"
"0500000US13295","68756","Walker County, Georgia"
"0500000US13297","83768","Walton County, Georgia"
"0500000US13299","36312","Ware County, Georgia"
"0500000US13301","5834","Warren County, Georgia"
"0500000US13303","21187","Washington County, Georgia"
"0500000US13305","30099","Wayne County, Georgia"
"0500000US13307","2799","Webster County, Georgia"
"0500000US13309","7421","Wheeler County, Georgia"
"0500000US13311","27144","White County, Georgia"
"0500000US13313","102599","Whitfield County, Georgia"
"0500000US13315","9255","Wilcox County, Georgia"
"0500000US13317","10593","Wilkes County, Georgia"
"0500000US13319","9563","Wilkinson County, Georgia"
"0500000US13321","21679","Worth County, Georgia"
"0500000US15001","185079","Hawaii County, Hawaii"
"0500000US15003","953207","Honolulu County, Hawaii"
"0500000US15005","90","Kalawao County, Hawaii"
"0500000US15007","67091","Kauai County, Hawaii"
"0500000US15009","154834","Maui County, Hawaii"
"0500000US16001","392365","Ada County, Idaho"
"0500000US16003","3976","Adams County, Idaho"
"0500000US16005","82839","Bannock County, Idaho"
"0500000US16007","5986","Bear Lake County, Idaho"
"0500000US16009","9285","Benewah County, Idaho"
"0500000US16011","45607","Bingham County, Idaho"
"0500000US16013","21376","Blaine County, Idaho"
"0500000US16015","7028","Boise County, Idaho"
"0500000US16017","40877","Bonner County, Idaho"
"0500000US16019","104234(r41543)","Bonneville County, Idaho"
"0500000US16021","10972","Boundary County, Idaho"
"0500000US16023","2891","Butte County, Idaho"
"0500000US16025","1117","Camas County, Idaho"
"0500000US16027","188923","Canyon County, Idaho"
"0500000US16029","6963","Caribou County, Idaho"
"0500000US16031","22952","Cassia County, Idaho"
"0500000US16033","982","Clark County, Idaho"
"0500000US16035","8761","Clearwater County, Idaho"
"0500000US16037","4368","Custer County, Idaho"
"0500000US16039","27038","Elmore County, Idaho"
"0500000US16041","12786","Franklin County, Idaho"
"0500000US16043","13242","Fremont County, Idaho"
"0500000US16045","16719","Gem County, Idaho"
"0500000US16047","15464","Gooding County, Idaho"
"0500000US16049","16267","Idaho County, Idaho"
"0500000US16051","26140","Jefferson County, Idaho"
"0500000US16053","22374","Jerome County, Idaho"
"0500000US16055","138494","Kootenai County, Idaho"
"0500000US16057","37244","Latah County, Idaho"
"0500000US16059","7936","Lemhi County, Idaho"
"0500000US16061","3821","Lewis County, Idaho"
"0500000US16063","5208","Lincoln County, Idaho"
"0500000US16065","37536","Madison County, Idaho"
"0500000US16067","20069","Minidoka County, Idaho"
"0500000US16069","39265","Nez Perce County, Idaho"
"0500000US16071","4286","Oneida County, Idaho"
"0500000US16073","11526","Owyhee County, Idaho"
"0500000US16075","22623","Payette County, Idaho"
"0500000US16077","7817","Power County, Idaho"
"0500000US16079","12765","Shoshone County, Idaho"
"0500000US16081","10170","Teton County, Idaho"
"0500000US16083","77230","Twin Falls County, Idaho"
"0500000US16085","9862","Valley County, Idaho"
"0500000US16087","10198","Washington County, Idaho"
"0500000US17001","67103","Adams County, Illinois"
"0500000US17003","8238","Alexander County, Illinois"
"0500000US17005","17768","Bond County, Illinois"
"0500000US17007","54165","Boone County, Illinois"
"0500000US17009","6937","Brown County, Illinois"
